fuel_type,body_type,km_driven,owner,price,manufacturing_year,link,features,oem,model,registration_year,Mileage,Seats,transmission,variantName,City
Petrol,Hatchback,100000,First Owner,400000,2018,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-Zxi-Optional-Amt-Bsiv-cars-Jaipur_7f60e20b-2bd5-4643-9873-8b38ab096d23.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Celerio,2018,23.1,5,Automatic,ZXI Optional AMT BSIV,Jaipur
Petrol,Hatchback,10000,First Owner,700000,2022,https://www.cardekho.com/used-car-details/used-Citroen-C3-Puretech-110-Feel-cars-Jaipur_fc204fe2-c9a2-4091-a0d5-dd2cf67ff6c7.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Citroen,Citroen C3,2022,19.3,5,Manual,Puretech 110 Feel,Jaipur
Diesel,SUV,60000,First Owner,600000,2017,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-1.5-Diesel-Trend-Bsiv-cars-Jaipur_34be777d-4dd1-4707-badd-1497d3434478.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Ford,Ford Ecosport,2017,23,5,Manual,1.5 Diesel Trend BSIV,Jaipur
Petrol,SUV,40000,First Owner,745000,2021,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Lxi-cars-Jaipur_6a4cd1e2-52d1-47a3-aeba-9ac2c57b8c61.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Vitara Brezza,2021,17.03,5,Manual,LXI,Jaipur
Diesel,Hatchback,120000,Second Owner,150000,2013,https://www.cardekho.com/used-car-details/used-Ford-Figo-Diesel-Titanium-cars-Jaipur_67f7e332-fc70-440f-8e05-0d08b1f7beac.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Ford,Ford Figo,2013,20,5,Manual,Diesel Titanium,Jaipur
Diesel,Hatchback,120000,Second Owner,150000,2013,https://www.cardekho.com/used-car-details/used-Ford-Figo-Diesel-Titanium-cars-Jaipur_c32979df-715e-4cd2-9c53-0d9bc71183a7.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Ford,Ford Figo,2013,20,5,Manual,Diesel Titanium,Jaipur
Diesel,SUV,70000,First Owner,1166000,2020,https://www.cardekho.com/used-car-details/used-Kia-Seltos-Htk-Plus-D-cars-Jaipur_1794dbda-a25c-4cf7-954a-8929a28e4726.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Kia,Kia Seltos,2020,20.8,5,Manual,HTK Plus D,Jaipur
Petrol,Hatchback,10000,First Owner,500000,2021,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Vxi-cars-Jaipur_54d7ba46-f6c4-4c51-9262-2ee2bfefdb30.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti Wagon R,2021,21.79,5,Manual,VXI,Jaipur
Petrol,Hatchback,50000,Second Owner,350000,2018,https://www.cardekho.com/used-car-details/used-Maruti-Alto-K10-Vxi-Ags-Optional-cars-Jaipur_2a6be160-b02e-419a-b831-e9d031031320.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Alto K10,2018,23.95,5,Automatic,VXI AGS Optional,Jaipur
Diesel,SUV,50000,Second Owner,600000,2018,https://www.cardekho.com/used-car-details/used-Tata-Nexon-1.5-Revotorq-Xm-cars-Jaipur_987035ac-578b-43d2-86ab-1532a5488fa5.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Tata,Tata Nexon,2018,21.5,5,Manual,1.5 Revotorq XM,Jaipur
Petrol,Hatchback,50000,First Owner,225000,2016,https://www.cardekho.com/used-car-details/used-Datsun-Go-T-Bsiv-cars-Jaipur_07465d40-d4a5-488b-aa7d-36734d258c79.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks, Radio",Datsun,Datsun GO,2016,20.63,5,Manual,T BSIV,Jaipur
Diesel,SUV,30000,First Owner,1000000,2021,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-B6-Bsvi-cars-Jaipur_49c249bd-1dff-474a-8030-9e6d571f9a9c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Mahindra,Mahindra Bolero,2021,16,7,Manual,B6 BSVI,Jaipur
Diesel,Sedan,150000,Second Owner,190000,2010,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Ldi-cars-Jaipur_92cd0842-2760-4157-9e9e-127664e6f7b3.htm,"Power Steering, Remote Fuel Lid Opener, Air Conditioner, Heater, Fog Lights Rear, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Passenger Side Rear View Mirror",Maruti,Maruti Swift Dzire,2010,19.3,5,Manual,LDi,Jaipur
Petrol,Coupe,30000,Second Owner,1,2020,https://www.cardekho.com/used-car-details/used-Porsche-911-Carrera-S-Bsvi-cars-Jaipur_784afd7f-a386-4baa-bfb7-3727a91b0d99.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Dvd Player",Porsche,Porsche 911,2020,9,4,Automatic,Carrera S BSVI,Jaipur
Diesel,SUV,70000,First Owner,950000,2021,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-Neo-N8-Bsvi-cars-Jaipur_4434fce3-8768-44c4-bcc2-d301fe5ba027.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Mahindra,Mahindra Bolero Neo,2021,17.29,7,Manual,N8 BSVI,Jaipur
Petrol,Hatchback,90000,First Owner,150000,2010,https://www.cardekho.com/used-car-details/used-Maruti-Zen-Estilo-Vxi-Bsiv-cars-Jaipur_3375c321-3bce-403a-856d-f3025e1e54c1.htm,"Power Steering, Power Windows Front, Air Conditioner, Tachometer, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Child Safety Locks",Maruti,Maruti Zen Estilo,2010,19,5,Manual,VXI BSIV,Jaipur
Petrol,Hatchback,50000,First Owner,185000,2010,https://www.cardekho.com/used-car-details/used-Maruti-Alto-Lxi-cars-Jaipur_1b507cd3-fd2e-40d1-a409-c5d046aa3843.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Tinted Glass, Brake Assist, Halogen Headlamps, Usb Auxiliary Input",Maruti,Maruti Alto,2010,19.7,5,Manual,LXi,Jaipur
Petrol,Hatchback,80000,Fourth Owner,50000,1998,https://www.cardekho.com/used-car-details/used-Maruti-800-Std-cars-Jaipur_58378d67-07d4-4790-b0eb-89749c66b3ef.htm,"Low Fuel Warning Light, Rear Seat Headrest, Tachometer, Fabric Upholstery, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Theft Alarm, Halogen Headlamps",Maruti,Maruti 800,2015.1706896551725,16.1,4,Manual,Std,Jaipur
Diesel,Hatchback,120000,Second Owner,150000,2014,https://www.cardekho.com/used-car-details/used-Chevrolet-Beat-Diesel-Ls-cars-Jaipur_467f2a0f-330c-470f-be07-2dbbad611eb9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Chevrolet,Chevrolet Beat,2014,25.44,5,Manual,Diesel LS,Jaipur
Petrol,Sedan,20000,First Owner,800000,2021,https://www.cardekho.com/used-car-details/used-Honda-Amaze-S-Petrol-cars-Jaipur_67d339f2-cb8d-4769-9cbd-3361d717d4e3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Honda,Honda Amaze,2021,18.6,5,Manual,S Petrol,Jaipur
Diesel,SUV,60000,Fourth Owner,450000,2017,https://www.cardekho.com/used-car-details/used-Mahindra-Thar-Crde-cars-Jaipur_1ef5bc88-e16c-4125-9891-9d8e740b86b6.htm,"Power Steering, Low Fuel Warning Light, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps",Mahindra,Mahindra Thar,2017,16.55,6,Manual,CRDe,Jaipur
Diesel,Sedan,60000,Second Owner,430000,2016,https://www.cardekho.com/used-car-details/used-Honda-Amaze-Sx-I-Dtec-cars-Jaipur_49661b99-ab2f-4559-a946-3f1b55c75231.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Honda,Honda Amaze,2016,25.8,5,Manual,SX i DTEC,Jaipur
Petrol,Sedan,70000,Second Owner,225000,2011,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vxi-cars-Jaipur_d7e946f6-4947-4fac-985a-b6a64f5aae9c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",Maruti,Maruti Swift Dzire,2011,17.5,5,Manual,VXi,Jaipur
Petrol,Hatchback,150000,Third Owner,70000,2008,https://www.cardekho.com/used-car-details/used-Maruti-Alto-Lx-cars-Jaipur_c4d409f7-f0ae-408b-afef-9624dcd58cae.htm,"Low Fuel Warning Light, Cup Holders Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Tinted Glass, Brake Assist, Passenger Side Rear View Mirror, Usb Auxiliary Input",Maruti,Maruti Alto,2008,19.7,5,Manual,LX,Jaipur
Petrol,Hatchback,30000,Second Owner,175000,2010,https://www.cardekho.com/used-car-details/used-Hyundai-I10-Asta-1.2-cars-Jaipur_1a6c14ea-d6fe-4a78-9d28-be86f70c6c94.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai i10,2010,20.36,5,Manual,Asta 1.2,Jaipur
Petrol,Sedan,60000,First Owner,100000,2008,https://www.cardekho.com/used-car-details/used-Hyundai-Accent-Gle-cars-Jaipur_874a3abe-8bec-403c-9095-2588a2ef1b96.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Day Night Rear View Mirror",Hyundai,Hyundai Accent,2008,13.2,5,Manual,GLE,Jaipur
Diesel,MUV,120000,Second Owner,600000,2017,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-Shvs-Vdi-cars-Jaipur_2e2f1309-c81b-43e2-a3ba-e614aa3c0cac.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Maruti,Maruti Ertiga,2017,24.52,7,Manual,SHVS VDI,Jaipur
Petrol,Sedan,100000,First Owner,200000,2011,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vxi-cars-Jaipur_53223784-4796-461d-afce-6ed9f3642be8.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",Maruti,Maruti Swift Dzire,2011,17.5,5,Manual,VXi,Jaipur
Diesel,SUV,50000,First Owner,1600000,2020,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-S11-cars-Jaipur_d66fdf5e-cb21-47a7-9234-b17882e5ded5.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Mahindra,Mahindra Scorpio,2020,15.4,7,Manual,S11,Jaipur
Petrol,Hatchback,70000,First Owner,100000,2007,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-Xe-cars-Jaipur_2a7db92e-0404-4fbc-95fd-98ba52b256f6.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Wheel Covers, Brake Assist, Centeral Locking",Hyundai,Hyundai Santro Xing,2007,17.8,5,Manual,XE,Jaipur
Petrol,SUV,10000,First Owner,1200000,2022,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv300-W8-Option-Bsvi-cars-Jaipur_c389234c-532b-4e09-b983-97c879e94e10.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Mahindra,Mahindra XUV300,2022,16.82,5,Manual,W8 Option BSVI,Jaipur
Petrol,SUV,50000,First Owner,1070000,2020,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv300-W8-Option-Bsvi-cars-Jaipur_cca22f00-9316-4cd6-8ee0-a4c9f3d8cbf9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Mahindra,Mahindra XUV300,2020,16.82,5,Manual,W8 Option BSVI,Jaipur
Petrol,Hatchback,80000,First Owner,248000,2015,https://www.cardekho.com/used-car-details/used-Hyundai-Eon-Era-Plus-cars-Jaipur_40627125-f737-4b2b-9289-17a560aa835d.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Driver Air Bag",Hyundai,Hyundai EON,2015,21.1,5,Manual,Era Plus,Jaipur
Petrol,Hatchback,40000,First Owner,400000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Vxi-Bsvi-cars-Jaipur_c47cfb91-281d-4c10-8e25-e18a382c0ed3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti Alto 800,2020,22.05,5,Manual,VXI BSVI,Jaipur
Petrol,Hatchback,70000,Second Owner,125000,2007,https://www.cardekho.com/used-car-details/used-Maruti-Alto-Std-Bsii-cars-Jaipur_6161b348-12bd-4e0a-aece-85282aaa2754.htm,"Low Fuel Warning Light, Electronic Multi Tripmeter, Glove Compartment, Manually Adjustable Exterior Rear View Mirror, Brake Assist, Halogen Headlamps",Maruti,Maruti Alto,2007,19.7,5,Manual,Std BSII,Jaipur
Diesel,Hatchback,150000,First Owner,400000,2016,https://www.cardekho.com/used-car-details/used-Honda-Jazz-1.5-Vx-I-Dtec-cars-Jaipur_3206368d-3929-4316-9538-817912f88d60.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Honda,Honda Jazz,2016,27.3,5,Manual,1.5 VX i DTEC,Jaipur
Diesel,Sedan,40000,First Owner,900000,2021,https://www.cardekho.com/used-car-details/used-Honda-Amaze-Special-Edition-Cvt-Diesel-cars-Jaipur_70b7859b-a461-4539-a350-06a303839519.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Honda,Honda Amaze,2021,21,5,Automatic,Special Edition CVT Diesel,Jaipur
Petrol,Hatchback,30000,First Owner,310000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Lxi-cars-Jaipur_8620c7d5-451d-4252-981e-b6b73a692ec4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",Maruti,Maruti Alto 800,2020,22.05,5,Manual,LXI,Jaipur
Petrol,Sedan,80000,First Owner,350000,2014,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Lxi-cars-Jaipur_b5856831-3f2f-4a68-ae5c-346d6809f6c5.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Power Door Locks, Child Safety Locks",Maruti,Maruti Swift Dzire,2014,19.1,5,Manual,LXI,Jaipur
Diesel,SUV,80000,First Owner,1300000,2017,https://www.cardekho.com/used-car-details/used-Jeep-Compass-2.0-Limited-cars-Jaipur_ac4c19c6-a28c-4767-838c-fcd979361954.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Jeep,Jeep Compass,2017,17.1,5,Manual,2.0 Limited,Jaipur
Petrol,SUV,20000,First Owner,850000,2021,https://www.cardekho.com/used-car-details/used-Honda-Wr-v-Vx-cars-Jaipur_bf7e67ac-4a6b-47d8-8082-a00de0d5d7c7.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Honda,Honda WR-V,2021,16.5,5,Manual,VX,Jaipur
Petrol,Hatchback,70000,Second Owner,90000,2009,https://www.cardekho.com/used-car-details/used-Chevrolet-Spark-1.0-Ls-cars-Jaipur_b201ef09-1ba2-4ffe-9b90-4c559cba0c7a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Power Door Locks, Child Safety Locks",Chevrolet,Chevrolet Spark,2009,18,5,Manual,1.0 LS,Jaipur
Diesel,SUV,120000,First Owner,500000,2012,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv500-W8-2wd-cars-Jaipur_fc8ba59f-3d0a-4209-a6d8-bb529ee88192.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Mahindra,Mahindra XUV500,2012,15.1,7,Manual,W8 2WD,Jaipur
Petrol,SUV,20000,First Owner,950000,2022,https://www.cardekho.com/used-car-details/used-Honda-Wr-v-Vx-cars-Jaipur_8440ab27-ded7-456b-8fa1-7480b35b4ef0.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Honda,Honda WR-V,2022,16.5,5,Manual,VX,Jaipur
Diesel,SUV,150000,First Owner,1214000,2018,https://www.cardekho.com/used-car-details/used-Jeep-Compass-2.0-Limited-cars-Jaipur_cf15e8f4-99ce-481e-a6f7-72ff18501075.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Jeep,Jeep Compass,2018,17.1,5,Manual,2.0 Limited,Jaipur
Petrol,Sedan,20000,First Owner,670000,2021,https://www.cardekho.com/used-car-details/used-Hyundai-Aura-S-cars-Jaipur_0791d9a4-7e07-48ac-a068-759ceb33d553.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Hyundai,Hyundai Aura,2021,20.5,5,Manual,S,Jaipur
Petrol,Hatchback,80000,Second Owner,50000,2004,https://www.cardekho.com/used-car-details/used-Maruti-800-Ac-cars-Jaipur_15b048b7-1e7a-4bbf-a8dc-b80cae265bc9.htm,"Low Fuel Warning Light, Rear Seat Headrest, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Theft Alarm, Halogen Headlamps",Maruti,Maruti 800,2004,16.1,4,Manual,AC,Jaipur
Diesel,SUV,90000,First Owner,850000,2017,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Vdi-cars-Jaipur_d76cf72c-8679-42f9-9589-607b23020b55.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Vitara Brezza,2017,24.3,5,Manual,VDi,Jaipur
Petrol,Hatchback,30000,First Owner,300000,2017,https://www.cardekho.com/used-car-details/used-Renault-Kwid-Rxl-cars-Jaipur_8ca7e82c-6a7e-43f3-939f-a0429c7abc50.htm,"Power Steering, Low Fuel Warning Light, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks, Radio",Renault,Renault KWID,2017,25.17,5,Manual,RXL,Jaipur
Petrol,Hatchback,30000,First Owner,330000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Lxi-cars-Jaipur_36a6843d-5213-4390-9176-78fe626bd1b6.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",Maruti,Maruti Alto 800,2020,22.05,5,Manual,LXI,Jaipur
Diesel,SUV,40000,Third Owner,750000,2018,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Vdi-cars-Jaipur_4d156fb5-5542-4bd0-a72a-f1ef60e5e970.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Vitara Brezza,2018,24.3,5,Manual,VDi,Jaipur
Petrol,Sedan,120000,Fourth Owner,70000,2005,https://www.cardekho.com/used-car-details/used-Hyundai-Accent-Gle-cars-Jaipur_01e2850f-5b1e-4238-ad2a-e39c5be3bf0c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Day Night Rear View Mirror",Hyundai,Hyundai Accent,2005,13.2,5,Manual,GLE,Jaipur
Petrol,Hatchback,120000,Fourth Owner,80000,2006,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Vxi-cars-Jaipur_0eabfb86-d131-4e33-8c15-bfb59ac11fd2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Maruti,Maruti Wagon R,2006,18.9,5,Manual,VXI,Jaipur
Petrol,Hatchback,60000,Second Owner,125000,2009,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lxi-Minor-cars-Jaipur_1600afb2-e5a4-42d6-bad2-c077d59d8d63.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Maruti,Maruti Wagon R,2009,18.9,5,Manual,LXI Minor,Jaipur
Diesel,Sedan,150000,Second Owner,250000,2009,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Zdi-cars-Jaipur_27ba1457-af90-4173-8912-356dd40a685f.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Swift Dzire,2009,19.3,5,Manual,ZDi,Jaipur
Petrol,Hatchback,60000,First Owner,370000,2019,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Vxi-Bsiv-cars-Jaipur_6371f14c-bcbd-4a7e-b6d1-b10772baba92.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks, Radio",Maruti,Maruti Alto 800,2019,24.7,5,Manual,VXI BSIV,Jaipur
Diesel,SUV,150000,First Owner,325000,2013,https://www.cardekho.com/used-car-details/used-Renault-Duster-110ps-Diesel-Rxl-cars-Jaipur_32e715e3-2fbe-4bed-9b04-d3134e916e96.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Renault,Renault Duster,2013,19.01,5,Manual,110PS Diesel RxL,Jaipur
Petrol,Hatchback,80000,Second Owner,45000,2006,https://www.cardekho.com/used-car-details/used-Maruti-800-Std-cars-Jaipur_179aec59-03d7-488b-85be-369eb173cce6.htm,"Low Fuel Warning Light, Rear Seat Headrest, Tachometer, Fabric Upholstery, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Theft Alarm, Halogen Headlamps",Maruti,Maruti 800,2006,16.1,4,Manual,Std,Jaipur
Diesel,SUV,100000,Second Owner,170000,2009,https://www.cardekho.com/used-car-details/used-Tata-New-Safari-Dicor-Ex-4x2-cars-Jaipur_34314e55-4500-4296-b871-27ad62a762d1.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Tata,Tata New Safari,2009,13.93,7,Manual,Dicor EX 4X2,Jaipur
Diesel,SUV,50000,First Owner,800000,2019,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-Power-Plus-Zlx-cars-Jaipur_3eb1f27f-759b-47f6-bd7c-3fc655ca7e1c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Mahindra,Mahindra Bolero Power Plus,2019,16.5,7,Manual,ZLX,Jaipur
Diesel,Hatchback,50000,Third Owner,122000,2012,https://www.cardekho.com/used-car-details/used-Chevrolet-Beat-Diesel-Ls-cars-Jaipur_e86e5e05-e531-454e-973c-4e910364ef8f.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Tinted Glass, Centeral Locking, Day Night Rear View Mirror",Chevrolet,Chevrolet Beat,2012,25.44,5,Manual,Diesel LS,Jaipur
Petrol,Hatchback,60000,Second Owner,150000,2008,https://www.cardekho.com/used-car-details/used-Hyundai-I10-Magna-cars-Jaipur_0a989bb7-9619-4960-a1fa-d10adde18e0a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Power Antenna, Centeral Locking, Day Night Rear View Mirror",Hyundai,Hyundai i10,2008,20.36,5,Manual,Magna,Jaipur
Petrol,Hatchback,30000,First Owner,325000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Vxi-Bsvi-cars-Jaipur_1ac63c87-babb-4de8-a79d-a94708daf035.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti Alto 800,2020,22.05,5,Manual,VXI BSVI,Jaipur
