fuel_type,body_type,km_driven,owner,price,manufacturing_year,link,features,oem,model,registration_year,Mileage,Seats,transmission,variantName,City
Petrol,Hatchback,80000,Fourth Owner,50000,2003,https://www.cardekho.com/used-car-details/used-Maruti-800-Std-Mpfi-cars-Jaipur_12f657f9-4f23-4fc5-85ae-783b0785775f.htm,"Low Fuel Warning Light, Rear Seat Headrest, Tachometer, Fabric Upholstery, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Theft Alarm, Halogen Headlamps",Maruti,Maruti 800,2003,16.1,4,Manual,Std MPFi,Jaipur
Petrol,SUV,10000,Second Owner,1100000,2022,https://www.cardekho.com/used-car-details/used-Hyundai-Venue-Sx-Opt-Sport-Imt-cars-Jaipur_99049acc-c175-4430-a662-ed6b2600c8fa.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Hyundai,Hyundai Venue,2022,18,5,Manual,SX Opt Sport iMT,Jaipur
Lpg,Sedan,150000,Second Owner,100000,2009,https://www.cardekho.com/used-car-details/used-Hyundai-Accent-Executive-Lpg-cars-Jaipur_a8765a0f-49c6-4714-826d-60e7814bc821.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Hyundai,Hyundai Accent,2009,13.2,5,Manual,Executive LPG,Jaipur
Petrol,Coupe,40000,Fourth Owner,700000,2006,https://www.cardekho.com/used-car-details/used-Bmw-6-Series-650i-Gran-Coupe-cars-Jaipur_5d7aa4be-7807-48ad-9c16-eb6980062140.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Dvd Player",BMW,BMW 6 Series,2006,7.94,4,Automatic,650i Gran Coupe,Jaipur
Petrol,Hatchback,150000,Second Owner,125000,2009,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lxi-Minor-cars-Jaipur_6ec56367-df88-433c-870a-b1432231f551.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Maruti,Maruti Wagon R,2009,18.9,5,Manual,LXI Minor,Jaipur
Petrol,SUV,60000,First Owner,800000,2019,https://www.cardekho.com/used-car-details/used-Tata-Nexon-1.2-Revotron-Xz-Plus-cars-Jaipur_16b429da-50f4-4a20-b583-d611e682e82f.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Tata,Tata Nexon,2019,17,5,Manual,1.2 Revotron XZ Plus,Jaipur
Petrol,MUV,30000,First Owner,780000,2021,https://www.cardekho.com/used-car-details/used-Renault-Triber-Rxt-Bsvi-cars-Jaipur_2b4d7f1d-f83e-4754-a6f1-7540f44c64ae.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Renault,Renault Triber,2021,20,7,Manual,RXT BSVI,Jaipur
Petrol,Sedan,120000,Second Owner,225000,2009,https://www.cardekho.com/used-car-details/used-Honda-City-1.5-S-Mt-cars-Jaipur_1ab68f06-3914-461f-b196-d549887b2d50.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Honda,Honda City,2009,17,5,Manual,1.5 S MT,Jaipur
Petrol,SUV,50000,First Owner,950000,2021,https://www.cardekho.com/used-car-details/used-Tata-Nexon-Xma-Amt-S-Bsvi-cars-Jaipur_36065e2f-f6b3-41c2-b3c9-516330816c52.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Tata,Tata Nexon,2021,17.05,5,Automatic,XMA AMT S BSVI,Jaipur
Diesel,Hatchback,150000,Second Owner,380000,2014,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Ldi-Bsiv-cars-Jaipur_f2e6b392-3d54-4ca4-99ae-92f0131ba95a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks",Maruti,Maruti Swift,2014,25.2,5,Manual,LDI BSIV,Jaipur
Petrol,Hatchback,150000,Second Owner,90000,2007,https://www.cardekho.com/used-car-details/used-Maruti-Zen-Estilo-Lxi-Bsiii-cars-Jaipur_1b5aac21-d912-4b64-8b42-54e156132b8a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Integrated Antenna",Maruti,Maruti Zen Estilo,2007,18.2,5,Manual,LXI BSIII,Jaipur
Petrol,Hatchback,10000,First Owner,425000,2022,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Lxi-cars-Jaipur_66a0a065-bb51-422b-8973-769cf08a5f2e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",Maruti,Maruti Alto 800,2022,22.05,5,Manual,LXI,Jaipur
Petrol,SUV,30000,First Owner,1450000,2021,https://www.cardekho.com/used-car-details/used-Kia-Seltos-Htx-G-cars-Jaipur_875dfeab-045f-4ee8-9654-7685961b11c6.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Kia,Kia Seltos,2021,16.8,5,Manual,HTX G,Jaipur
Petrol,Hatchback,60000,Second Owner,590000,2018,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-Jaipur_803e9879-6ed1-4155-8896-be18473b62ee.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Baleno,2018,21.4,5,Manual,1.2 Zeta,Jaipur
Petrol,Hatchback,60000,Second Owner,590000,2018,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-Jaipur_ad11826c-b22d-4a30-9d8b-e015368e0ce9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Baleno,2018,21.4,5,Manual,1.2 Zeta,Jaipur
Petrol,Hatchback,50000,First Owner,280000,2018,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Lxi-cars-Jaipur_161c3bd3-4d0d-4f6c-9f71-00d8f6c106d3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Passenger Side Rear View Mirror",Maruti,Maruti Alto 800,2018,24.7,5,Manual,LXI,Jaipur
Petrol,Hatchback,120000,Second Owner,250000,2014,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-Vxi-cars-Jaipur_e57e6fa1-7bd1-47c6-992f-e2f5f2d47c2e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Maruti,Maruti Celerio,2014,23.1,5,Manual,VXI,Jaipur
Diesel,SUV,70000,First Owner,500000,2013,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv500-W6-2wd-cars-Jaipur_4e2edf0b-601c-445d-a945-7d72bcfd30b4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Mahindra,Mahindra XUV500,2013,15.1,7,Manual,W6 2WD,Jaipur
Diesel,SUV,150000,First Owner,500000,2017,https://www.cardekho.com/used-car-details/used-Maruti-Sx4-S-Cross-Alpha-Ddis-200-Sh-cars-Jaipur_744cf663-93b3-4c0f-9304-4867a72f5a93.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti SX4 S Cross,2017,25.1,5,Manual,Alpha DDiS 200 SH,Jaipur
Petrol,Hatchback,50000,First Owner,142000,2016,https://www.cardekho.com/used-car-details/used-Tata-Nano-Twist-Xt-cars-Jaipur_19f58c81-8980-416a-a0fe-9350a8f858e5.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Brake Assist, Centeral Locking, Cd Player",Tata,Tata Nano,2016,25.4,4,Manual,Twist XT,Jaipur
Petrol,SUV,70000,First Owner,300000,2016,https://www.cardekho.com/used-car-details/used-Mahindra-Kuv-100-Mfalcon-G80-K4-Plus-cars-Jaipur_0ad78647-92e7-436d-9468-5ee38cfd0575.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Mahindra,Mahindra KUV 100,2016,18.15,6,Manual,mFALCON G80 K4 Plus,Jaipur
Petrol,Hatchback,40000,First Owner,650000,2021,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Zxi-Bsvi-cars-Jaipur_c914aa74-d5d9-4469-8d20-680c1000ba2b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Maruti,Maruti Swift,2021,22.38,5,Manual,ZXI BSVI,Jaipur
Petrol,Hatchback,120000,Third Owner,150000,2006,https://www.cardekho.com/used-car-details/used-Maruti-Swift-1.3-Lxi-cars-Jaipur_73c56ecc-2262-450f-9d9a-dad7208dd1ff.htm,"Power Steering, Remote Fuel Lid Opener, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Brake Assist, Centeral Locking",Maruti,Maruti Swift,2006,16.1,5,Manual,1.3 LXI,Jaipur
Petrol,Sedan,60000,Second Owner,500000,2019,https://www.cardekho.com/used-car-details/used-Tata-Tigor-1.2-Revotron-Xz-cars-Jaipur_daa9d240-46ea-4b1b-b9a5-248e632887e4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Tata,Tata Tigor,2019,20.3,5,Manual,1.2 Revotron XZ,Jaipur
Petrol,Hatchback,150000,Fourth Owner,150000,2010,https://www.cardekho.com/used-car-details/used-Maruti-A-star-At-Vxi-cars-Jaipur_9f6dab4c-1ae1-4bf4-ad86-63defe27f5be.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Maruti,Maruti A-Star,2010,16.98,5,Automatic,AT VXI,Jaipur
Diesel,Sedan,90000,Second Owner,161000,2011,https://www.cardekho.com/used-car-details/used-Tata-Indigo-Cr4-cars-Jaipur_07789a3c-fe4f-44cd-82c2-4af9b95d6a0d.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Wheel Covers, Child Safety Locks, Halogen Headlamps",Tata,Tata Indigo,2011,23.57,5,Manual,CR4,Jaipur
Petrol,SUV,10000,Second Owner,1000000,2023,https://www.cardekho.com/used-car-details/used-Honda-Wr-v-Vx-cars-Jaipur_a3648190-1a17-424b-ae4f-b85e14bb4377.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Honda,Honda WR-V,2023,16.5,5,Manual,VX,Jaipur
Petrol,Hatchback,50000,First Owner,520000,2020,https://www.cardekho.com/used-car-details/used-Tata-Tiago-Xz-cars-Jaipur_cbf29242-8580-4dbc-be7c-18bd0d9a7240.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Tata,Tata Tiago,2020,20.09,5,Manual,XZ,Jaipur
Diesel,SUV,90000,Second Owner,725000,2016,https://www.cardekho.com/used-car-details/used-Mahindra-Tuv-300-Mhawk100-T8-Dual-Tone-cars-Jaipur_7f2fbf28-1383-4f21-b03b-0d6dd8dabb7a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Mahindra,Mahindra TUV 300,2016,18.49,7,Manual,mHAWK100 T8 Dual Tone,Jaipur
Petrol,MUV,30000,First Owner,750000,2021,https://www.cardekho.com/used-car-details/used-Renault-Triber-Rxz-Bsvi-cars-Jaipur_243f6913-f106-4c46-b1cf-a9118825adc3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Renault,Renault Triber,2021,20,7,Manual,RXZ BSVI,Jaipur
Petrol,Hatchback,40000,First Owner,250000,2013,https://www.cardekho.com/used-car-details/used-Maruti-Alto-K10-2010-2014-Vxi-cars-Jaipur_b08f11af-0d09-4acf-89ce-9374aa9a03cb.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Passenger Side Rear View Mirror",Maruti,Maruti Alto K10,2013,20.92,5,Manual,2010-2014 VXI,Jaipur
Diesel,SUV,150000,First Owner,350000,2013,https://www.cardekho.com/used-car-details/used-Renault-Duster-110ps-Diesel-Rxz-cars-Jaipur_f5a660fa-0a5e-4265-ae9d-50f404ba35f3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Renault,Renault Duster,2013,19.01,5,Manual,110PS Diesel RxZ,Jaipur
Lpg,Hatchback,120000,First Owner,400000,2017,https://www.cardekho.com/used-car-details/used-Hyundai-I10-Sportz-1.1l-Lpg-cars-Jaipur_e22dc1cc-7665-4f2d-b37d-41f4e0eb3579.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Hyundai,Hyundai i10,2017,19.2,5,Manual,Sportz 1.1L LPG,Jaipur
Petrol,Hatchback,100000,Third Owner,150000,2012,https://www.cardekho.com/used-car-details/used-Maruti-Alto-Lxi-cars-Jaipur_d1cf1c26-9136-493e-8a4b-2ce5672d6cc7.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Tinted Glass, Brake Assist, Halogen Headlamps, Usb Auxiliary Input",Maruti,Maruti Alto,2012,19.7,5,Manual,LXi,Jaipur
Diesel,Sedan,90000,First Owner,459999,2016,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vdi-cars-Jaipur_c01fed96-00c1-44a9-8eaa-f70cdeea2da9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Swift Dzire,2016,26.59,5,Manual,VDI,Jaipur
Petrol,Hatchback,70000,Fourth Owner,40000,2004,https://www.cardekho.com/used-car-details/used-Maruti-800-Std-Mpfi-cars-Jaipur_1affc820-8e69-487b-b53c-38b8e21595cb.htm,"Low Fuel Warning Light, Rear Seat Headrest, Tachometer, Fabric Upholstery, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Theft Alarm, Halogen Headlamps",Maruti,Maruti 800,2004,16.1,4,Manual,Std MPFi,Jaipur
Diesel,Sedan,150000,First Owner,425000,2017,https://www.cardekho.com/used-car-details/used-Chevrolet-Sail-1.3-Base-cars-Jaipur_e9081121-7036-41f2-95c7-978e29c401a0.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Child Safety Locks, Day Night Rear View Mirror",Chevrolet,Chevrolet Sail,2017,22.1,5,Manual,1.3 Base,Jaipur
Petrol,Hatchback,120000,Second Owner,100000,2005,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lx-cars-Jaipur_1f38ae4e-fb37-415a-acc7-4c52b091b7f6.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Maruti,Maruti Wagon R,2005,18.9,5,Manual,LX,Jaipur
Petrol,Hatchback,60000,First Owner,650000,2019,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-Rs-1.0-Petrol-cars-Jaipur_0b49c54e-8de5-44a5-8d2a-6d6ad3174ff2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Baleno RS,2019,21.1,5,Manual,1.0 Petrol,Jaipur
Diesel,MUV,100000,Second Owner,750000,2017,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-Shvs-Vdi-cars-Jaipur_11139b4c-bada-4fa2-9b7f-4c5306ac2ee2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Maruti,Maruti Ertiga,2017,24.52,7,Manual,SHVS VDI,Jaipur
Petrol,Hatchback,10000,First Owner,455999,2022,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Vxi-Bsvi-cars-Jaipur_a737f1f3-dd83-431c-92ff-6d9ed48f33b9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti Alto 800,2022,22.05,5,Manual,VXI BSVI,Jaipur
Diesel,SUV,120000,First Owner,350000,2013,https://www.cardekho.com/used-car-details/used-Renault-Duster-110ps-Diesel-Rxl-cars-Jaipur_412dc9f6-345f-463e-b7ca-d41b2201da6b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Renault,Renault Duster,2013,19.01,5,Manual,110PS Diesel RxL,Jaipur
Diesel,Sedan,150000,First Owner,375000,2015,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vdi-cars-Jaipur_271c522d-1ca6-42d2-9331-768a85c6aab9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Swift Dzire,2015,26.59,5,Manual,VDI,Jaipur
Diesel,SUV,120000,Second Owner,305000,2005,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-Di-Non-Ac-Bs-Iii-Silver-cars-Jaipur_86d9c8bf-dfda-46e9-a899-62b4243a8887.htm,"Low Fuel Warning Light, Tachometer, Fabric Upholstery, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Day Night Rear View Mirror, Halogen Headlamps",Mahindra,Mahindra Bolero,2005,15.96,9,Manual,DI NON AC BS III SILVER,Jaipur
Diesel,Sedan,150000,Second Owner,400000,2012,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-1.6-Sx-Crdi-(o)-cars-Jaipur_298bf316-ac03-4e79-9ad5-259a89ceed94.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai Verna,2012,22.32,5,Manual,1.6 SX CRDi (O),Jaipur
Diesel,Sedan,150000,First Owner,400000,2016,https://www.cardekho.com/used-car-details/used-Honda-Amaze-E-I-dtech-cars-Jaipur_74a0e59c-bab0-4eba-93c8-17696d08e288.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Honda,Honda Amaze,2016,25.8,5,Manual,E i-Dtech,Jaipur
Petrol,Hatchback,120000,Second Owner,229999,2017,https://www.cardekho.com/used-car-details/used-Hyundai-Eon-Era-Plus-cars-Jaipur_ed07159e-482d-4ae5-8cb6-e171cb7a58cc.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Driver Air Bag",Hyundai,Hyundai EON,2017,21.1,5,Manual,Era Plus,Jaipur
Petrol,Hatchback,20000,Second Owner,725000,2021,https://www.cardekho.com/used-car-details/used-Tata-Altroz-Xz-Plus-Bsvi-cars-Jaipur_dc697df3-6983-4e7a-b71b-51c2b045913e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Tata,Tata Altroz,2021,19.33,5,Manual,XZ Plus BSVI,Jaipur
Diesel,MUV,100000,Second Owner,425000,2009,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-V-Diesel-7-seater-cars-Jaipur_2d72bfba-f8c2-437c-9719-3903873d960d.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Toyota,Toyota Innova,2009,12.8,7,Manual,2.5 V Diesel 7-seater,Jaipur
Petrol,Sedan,30000,First Owner,450000,2014,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-Petrol-Highline-cars-Jaipur_3d9883fa-3efd-4501-8b1f-be2f39888238.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Volkswagen,Volkswagen Vento,2014,15.04,5,Manual,Petrol Highline,Jaipur
Diesel,Hatchback,120000,Second Owner,300000,2016,https://www.cardekho.com/used-car-details/used-Nissan-Micra-Diesel-Xe-cars-Jaipur_f6646d30-0a51-499f-8e37-923cdfc23494.htm,"Power Steering, Low Fuel Warning Light, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Driver Air Bag",Nissan,Nissan Micra,2016,23.08,5,Manual,Diesel XE,Jaipur
